formula helper 1,,,uncategorized,,"README                
the formula helpers work by                 
* matching strings in green        
* explicitly-NOT-matching strings in RED 
      which start with ""~""        

Note: use ""NA_HELPER"" instead of """"                
  because SEARCH("""",""hello"") returns 1                ",,,"""match course""",course,MMC,major,prof,minor,concentration,department,time,date,ge_area,term,number,club,tutoring,topics,rating,requirement,building,,course,MMC,prof,,,
1780,32,F1,,,,,What courses are cross listed as Computer Science and Software Engineering?,The courses that are common for both the departments are [overlapping-courses-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1781,33,F1,,,,,How many courses are present in both CSC and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1782,34,F1,,,,,How many courses are present in both Computer Science and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1783,35,F1,,,,,How many courses are present in both Computer Science and Software Engineering?,The number of courses that are common in both the departments are [overlapping-courses-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1784,36,F1,,,,,What are the graduate level courses?,The graduate level courses in CSC are [graduate-courses-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1785,37,F1,,,,,What are all the courses in [major] that are of [course-units] units?,The following courses count for [course-units] units: [major-course-names-of-units].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],[COURSE],NA,NA,[course-units],,
1786,38,F1,,,,,What is the CSSE mission statement?,The CSSE mission statement is [csse-mission-statement].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1787,39,F1,,,,,What is the computer science and software engineering mission statement?,The CSSE mission statement is [csse-mission-statement].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1788,40,F1,,,,,What are the program educational objectives for the [major]?,The program educational objectives for the [major] are [major-peos].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1789,41,F1,,,,,What are the learning outcomes of [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1790,42,F1,,,,,What are the learning outcomes of the GE program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1791,43,F1,,,,,What are the learning outcomes of the general education program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1792,44,F1,,,,,What are the general education learning outcomes?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1793,45,F1,,,,,What are the learning outcomes for [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1794,46,F1,,,,,What are the learning objectives for the MS in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1795,47,F1,,,,,What are the learning objectives for the Masters Degree in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1796,48,F1,,,,,What are the [major] courses?,The [major] courses are [major-courses].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1797,49,F1,,,,,What are the courses required for [major]?,The [major] courses are [major-courses].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1798,50,F1,,,,,How many courses do we have in [major]?,The number of courses in [major] are: [total-num-of-courses].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1799,51,F1,,,,,What courses are important to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1800,52,F1,,,,,What courses do I need to take to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1801,53,F1,,,,,What are some [major] resources that are available?,These are some that are available to you: [major-resources].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1802,54,F1,,,,,What resources are there for [major]?,These are some resources that are available to you: [major-resources].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1803,55,F1,,,,,Where can I get advising for a [major]?,These are some resources that are available to you: [major-resources].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1804,56,F1,,,,,What are the course numbers that are considered independent study in [major]?,The courses that are considered independent study are: [independent-study-courses].,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1805,57,F1,,,,,What are some independent study course that I have available?,The courses that are considered independent study are: [independent-study-courses].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1806,58,F1,,,,,What is the minimum number of upper division units needed to graduate with a BS in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1807,59,F1,,,,,What is the minimum number of upper division units needed to graduate with a Bachelors Degree in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1808,60,F1,,,,,How many [division-level] units are required for a [minor]?,The [minor] requires [minor-division-units] [division-level] units.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[division-level],NA,[MMC],NA,[minor],,
1809,61,F1,,,,,How many [division-level] units does [minor] require?,The [minor] requires [minor-division-units] [division-level] units.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[division-level],NA,[MMC],NA,[minor],,
1810,62,F1,,,,,How many units does the [minor] require?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1811,63,F1,,,,,How many units do I need for a [minor]?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1812,64,F1,,,,,What are the general requirements for a minor at Cal Poly?,The general requirements for a minor at Cal Poly are [minor-general-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1813,65,F1,,,,,What are the steps to apply for the [minor]?,You need to take [minor-steps] to attain a  [minor].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1814,66,F1,,,,,How do I apply for a [minor]?,You need to take [minor-steps] to attain a [minor].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1815,67,F1,,,,,What are the required courses for the [minor]?,The required courses for the [minor] are: [required-minor-courses].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1816,68,F1,,,,,What is the minimum CGPA required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1817,69,F1,,,,,What is the minimum Cumulative Grade Point Average required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1818,70,F1,,,,,What are the prerequisites for the [minor]?,You need to meet the following requirements to apply for the [minor]: [minor-prerequisites].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1819,71,F1,,,,,Where can I get the application for the [minor]?,You can access the application for the [minor] in the following link: [minor-application-link].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1820,72,F1,,,,,Where can I get the flowchart for the [minor]?,You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1821,73,F1,,,,,What courses should I take each quarter for the [minor]?,"In order to determine what courses you should take each quarter in order to pursue the [minor], you should visit the minorâs flowchart. You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].",NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1822,74,F1,,,,,How many units do I need to graduate?,You need [graduation-units] total units to graduate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1823,75,F1,,,,,What are the mandatory classes that I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1824,76,F1,,,,,What classes do I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1825,77,F1,,,,,Can I double count the [elective-name] elective?,[elective-is-double-countable].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[elective-name],NA,NA,NA,,,
1826,78,F1,,,,,What classes can I double count?,"The classes: [double-countable-classes], may be double counted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1827,79,F1,,,,,How many classes do I have to take for [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1828,80,F1,,,,,What is the total number of classes needed to graduate in [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1829,81,F1,,,,,What concentrations are available?,The following concentrations are available [concentration-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1830,82,F1,,,,,How do I declare [concentration] concentration?,You need to complete the following steps [concentration-type-steps],NA,[MMC],NA,NA,NA,[CONCENTRATION],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[concentration],NA,NA,NA,,,
1831,83,F1,,,,,What are the required courses for the [concentration]?,The required courses for the [concentration] are [concentration-required-courses].,NA,[MMC],NA,NA,NA,[CONCENTRATION],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[concentration],NA,NA,NA,,,
1832,84,F1,,,,,What GPA do I need to graduate?,You need a GPA of at least [minimum-grad-gpa] to graduate as a CSSE major.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1833,85,F1,,,,,What is the minimum GPA?,You need a GPA of at least [minimum-grad-gpa]  to graduate as a CSSE major.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1834,86,F1,,,,,What GPA do I need to attain an honor?,The following Honors are available [honors-gpa-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1835,87,F1,,,,,What honors are available?,The following Honors are available [honors-gpa-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1836,88,F1,,,,,What GPA do I need to obtain [honor-name]?,The following Honors are available [honors-gpa-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[honor-name],NA,NA,NA,,,
1837,89,F1,,,,,What honor am I eligible for with a GPA of [gpa-number]?,The following Honors are available [honors-gpa-list].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[gpa-number],NA,NA,NA,,,
1838,90,F1,,,,,Can I take classes as credit/no credit?,You may not take any major classes as credit/no credit.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1839,91,F1,,,,,Can I take classes as pass/no pass?,You may not take any major classes as credit/no credit.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1840,92,F1,,,,,How many units do I need to take to be considered a [class-level]?,"In order to be considered a [class-level], you have to take [class-level-units].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[class-level],NA,NA,NA,,,
1841,93,F1,,,,,"If I have taken [num-units], what class level am I considered?","If you have taken [num-units], you are considered a [class-level] student.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[num-units],NA,NA,NA,,,
1842,94,F1,,,,,"If I have taken [num-units], what division level am I considered?","If you have taken [num-units], you would be considered a [division-level] student.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[num-units],NA,NA,NA,,,
1843,95,F1,,,,,How many units do I need to take to be considered [division-level]?,"In order for you to be considered [division-level], you must take [division-level-units].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[division-level],NA,NA,NA,,,
1844,96,F1,,,,,How many units do transfer applicants need prior to transfer as a CSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1845,97,F1,,,,,How many units do transfer applicants need prior to transfer as a computer science and software engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1846,98,F1,,,,,What courses articulate to apply as a CSSE transfer student?,The courses that articulate are [transfer-articulate-courses].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1847,99,F1,,,,,What courses articulate to apply as a computer science and software engineering transfer student?,The courses that articulate are [transfer-articulate-courses].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1848,100,F1,,,,,What are some general guidelines for a CSSE transfer student?,The general guidelines are [csse-transfer-guidelines].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1849,101,F1,,,,,What are some general guidelines for a computer science and software engineering transfer student?,The general guidelines are [csse-transfer-guidelines].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1850,102,F1,,,,,What is the minimum amount of transferable units required to transfer as a CSSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1851,103,F1,,,,,What is the minimum amount of transferable units required to transfer as a CSSSoftware Engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1852,104,F1,,,,,What courses are desired but not required if I want to transfer as a CSSE major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1853,105,F1,,,,,What courses are desired but not required if I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1854,106,F1,,,,,What courses are required If I want to transfer as a CSSE major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1855,107,F1,,,,,What courses are required If I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1856,108,F1,,,,,Where can I get more information on [subject]?,We donât have information about [subject] but please refer to [bot-name].,NA,NA,[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[subject],NA,NA,NA,,,
1857,109,F1,,,,,How can I contact the CSSE department?,You can contact the CSSE department at [department-contact-info].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1858,110,F1,,,,,How can I contact the computer science and software engineering department?,You can contact the CSSE department at [department-contact-info].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1859,111,F1,,,,,What is the phone number of the CSSE department?,[phone-number] is the CSSE phone number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1860,112,F1,,,,,What is the phone number of the computer science and software engineering department?,[phone-number] is the CSSE phone number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1861,113,F1,,,,,How can I contact the CSSE department?,[phone-number] is the CSSE phone number.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1862,114,F1,,,,,How can I contact the computer science and software engineering department?,[phone-number] is the CSSE phone number.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1863,115,F1,,,,,Who are the minor advisors for [minor]?,The minor advisors for [minor] are [minor-advisors].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1864,116,F1,,,,,Who can I contact to get more information about the [minor]?,You can contact [minor-advisors] to learn more about [minor].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1865,117,F1,,,,,Who can I contact if I have questions about [minor]?,"If you have questions about [minor], you may contact [contact-info].",NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1866,118,F1,,,,,Who will help me if I have doubts about [minor]?,"If you have questions about [minor], you may contact [contact-info].",NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
1867,119,F1,,,,,What steps do I need to follow to request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1868,120,F1,,,,,How can I request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1869,121,F1,,,,,What are the basic criteria when requesting a change of major?,The basic criteria to request a change of major are [change-major-criteria] .,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1870,122,F1,,,,,What conditions are part of the change of major agreement?,The conditions present in the ICMA (Individualized Change of Major Agreement) contract are the following: [icma-conditions].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1871,123,F1,,,,,What is the minimum GPA to transfer into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1872,124,F1,,,,,What is the minimum GPA to transfer into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1873,125,F1,,,,,"If my GPA is [gpa], can I transfer into CSSE?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[gpa],NA,NA,NA,,,
1874,126,F1,,,,,"If my GPA is [gpa], can I transfer into computer science and software engineering?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[gpa],NA,NA,NA,,,
1875,127,F1,,,,,What are the minimum requirements if I want to change into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1876,128,F1,,,,,What are the minimum requirements if I want to change into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1877,129,F1,,,,,What is the flowchart for [major] in [year-range]?,"In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,[year-range],,
1878,130,F1,,,,,"According to the [year-range] flowchart, when should I take [course] for [major]?","In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[TERM],NA,NA,NA,NA,NA,NA,NA,[year-range],[COURSE],NA,NA,[course],[major],
1879,131,F1,,,,,Where can I get the flowchart for [major]?," In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
1880,132,F1,,,,,Who is eligible for the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1881,133,F1,,,,,Who is eligible for the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1882,134,F1,,,,,Who is eligible for the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1883,135,F1,,,,,What do I need to get into the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1884,136,F1,,,,,What do I need to get into the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1885,137,F1,,,,,What do I need to get into the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1886,138,F1,,,,,What is the Blended BS + MS Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1887,139,F1,,,,,What is the Blended BS + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
